No,비고,교과목코드,교과목명,강좌번호,이수구분,학점,주야,강의시간,제한인원,신청인원,외국인신청인원,국내교류학생,개설상위,개설학과,관리학과,교수직급,교수명,대표교수,대표교수명,강의실,특수교과목,과목영역,사이버강좌구분,강의언어,타과제한여부,주야교차가능여부,분반,타교생제한여부,구분,이론,실습
104,,7123004,박사논문연구II,102,전공필수,3,주간,월(10 ~ 12),5,1,0,0,융합과학대학원,에너지환경공학과,에너지환경공학과,부교수,황유훈,02506,황유훈,청운관(남관)-210 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
105,,7133003,박사논문연구I,101,전공필수,3,주간,월(7 ~ 9),999,1,0,0,융합과학대학원,에너지시스템공학과,에너지시스템공학과,교수,김영일,02348,김영일,상상관-514 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
106,,7134050,열공학특론,101,전공선택,3,주간,"화(13 ~ 14), 수(10)",999,4,0,0,융합과학대학원,에너지시스템공학과,에너지시스템공학과,교수,김영일,02348,김영일,상상관-514 상상관-514 ,코어교과목,,일반강좌,한국어전용,N,N,,N,이론,3,0
107,,7134115,건축공기조화특론,101,전공선택,3,주간,월(11 ~ 13),999,5,0,0,융합과학대학원,에너지시스템공학과,에너지시스템공학과,강사(비전업),양철호,20445,양철호,다산관-320 ,,,일반강좌,한국어전용,N,N,,N,이론,3,0
108,,7153001,석사논문연구I,101,전공필수,3,주간,토(9 ~ 11),999,3,0,0,융합과학대학원,에너지정책학과,에너지정책학과,조교수,정연제,02676,정연제,창조관-503 ,논문세미나,,일반강좌,영어전용(Y),Y,N,,Y,이론,3,0
109,,7153002,석사논문연구II,101,전공필수,3,주간,수(12 ~ 14),999,4,0,0,융합과학대학원,에너지정책학과,에너지정책학과,부교수,이상준,02661,이상준,어의관-624 ,논문세미나,,일반강좌,영어전용(Y),Y,N,,Y,이론,3,0
110,,7153003,박사논문연구I,101,전공필수,3,주간,목(12 ~ 14),999,1,0,0,융합과학대학원,에너지정책학과,에너지정책학과,부교수,이상준,02661,이상준,어의관-624 ,논문세미나,,일반강좌,영어전용(Y),Y,N,,Y,이론,3,0
111,,7153004,박사논문연구II,101,전공필수,3,주간,토(12 ~ 14),999,2,0,0,융합과학대학원,에너지정책학과,에너지정책학과,부교수,이상준,02661,이상준,어의관-624 ,논문세미나,,일반강좌,영어전용(Y),Y,N,,Y,이론,3,0
112,,7154005,산업조직론,101,전공선택,3,주간,토(6 ~ 8),999,35,2,0,융합과학대학원,에너지정책학과,에너지정책학과,조교수,정연제,02676,정연제,창조관-211 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
113,,7154027,에너지환경정책학,101,전공선택,3,주간,토(9 ~ 11),999,10,0,0,융합과학대학원,에너지정책학과,에너지정책학과,강사(전업),이경실,20768,이경실,창조관-211 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
114,,7154030,계량경제학,101,전공선택,3,주간,토(6 ~ 8),999,13,0,0,융합과학대학원,에너지정책학과,에너지정책학과,부교수,이상준,02661,이상준,어의관-311 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
115,,7154044,전력정책연구 Ⅰ,101,전공선택,3,주간,토(1 ~ 3),999,19,4,0,융합과학대학원,에너지정책학과,에너지정책학과,조교수,정연제,02676,정연제,창조관-211 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
116,,7154049,기후변화정책연구 II,101,전공선택,3,주간,토(9 ~ 11),999,29,0,0,융합과학대학원,에너지정책학과,에너지정책학과,부교수,이상준,02661,이상준,어의관-311 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
117,,7173004,박사논문연구Ⅱ,101,전공필수,3,주간,토(4 ~ 6),999,1,0,0,융합과학대학원,정보통신미디어공학과,정보통신미디어공학과,교수,김성권,02400,김성권,창학관-337 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
118,,7173016,영상처리SW,101,전공선택,3,주간,월(11 ~ 13),999,10,0,0,융합과학대학원,정보통신미디어공학과,정보통신미디어공학과,교수,박구만,02260,박구만,창학관-326 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
119,,7173056,정보통신 등 사이버보안 기술,101,전공선택,3,주간,수(11 ~ 13),999,8,0,0,융합과학대학원,정보통신미디어공학과,정보통신미디어공학과,겸임교수,정순채,21019,정순채,창학관-326 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
120,,7540001,석사논문연구Ⅰ,101,전공필수,3,주간,토(8 ~ 10),999,3,0,0,융합과학대학원,안전환경기술융합학과,안전환경기술융합학과,부교수,김기연,02536,김기연,다산관-143 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
121,,7540001,석사논문연구Ⅰ,102,전공필수,3,주간,토(8 ~ 10),999,2,0,0,융합과학대학원,안전환경기술융합학과,안전환경기술융합학과,부교수,정재욱,02552,정재욱,다산관-216 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
122,,7540001,석사논문연구Ⅰ,103,전공필수,3,주간,토(8 ~ 10),999,2,0,0,융합과학대학원,안전환경기술융합학과,안전환경기술융합학과,조교수,김태훈,02561,김태훈,다산관-217 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
123,,7540001,석사논문연구Ⅰ,104,전공필수,3,주간,토(8 ~ 10),999,2,0,0,융합과학대학원,안전환경기술융합학과,안전환경기술융합학과,부교수,임재용,02542,임재용,다산관-213 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
124,,7540001,석사논문연구Ⅰ,105,전공필수,3,주간,토(9 ~ 11),999,4,0,0,융합과학대학원,안전환경기술융합학과,안전환경기술융합학과,부교수,송형준,02541,송형준,다산관-223 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
125,,7540001,석사논문연구Ⅰ,106,전공필수,3,주간,금(11 ~ 13),999,2,0,0,융합과학대학원,안전환경기술융합학과,안전환경기술융합학과,교수,박종일,02456,박종일,다산관-212 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
126,,7540001,석사논문연구Ⅰ,107,전공필수,3,주간,토(8 ~ 10),999,2,0,0,융합과학대학원,안전환경기술융합학과,안전환경기술융합학과,조교수,윤솔희,02609,윤솔희,다산관-122 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
127,,7540001,석사논문연구Ⅰ,108,전공필수,3,주간,토(8 ~ 10),999,2,0,0,융합과학대학원,안전환경기술융합학과,안전환경기술융합학과,부교수,정진우,02502,정진우,다산관-125 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
128,,7540003,안전공학및관리특론,101,전공필수,3,주간,토(1 ~ 3),999,11,0,0,융합과학대학원,안전환경기술융합학과,안전환경기술융합학과,겸임교수,임동호,20312,임동호,다산관-314 ,,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
129,,7540008,직원건강특론,101,전공선택,2,주간,토(5 ~ 6),999,11,0,0,융합과학대학원,안전환경기술융합학과,안전환경기술융합학과,부교수,김기연,02536,김기연,다산관-314 ,,,일반강좌,한국어전용,Y,N,,Y,이론,2,0
130,,7540012,전기안전공학특론,101,전공선택,2,주간,토(7 ~ 8),999,11,0,0,융합과학대학원,안전환경기술융합학과,안전환경기술융합학과,부교수,송형준,02541,송형준,다산관-314 ,,,일반강좌,한국어전용,Y,N,,Y,이론,2,0
131,,7540022,안전보건경영시스템,101,전공선택,3,주간,토(5 ~ 7),999,19,0,0,융합과학대학원,안전환경기술융합학과,안전환경기술융합학과,부교수,정진우,02502,정진우,다산관-310 ,,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
132,,7540028,제조현장PMS특론,101,전공선택,2,주간,토(9 ~ 10),999,11,0,0,융합과학대학원,안전환경기술융합학과,안전환경기술융합학과,강사(비전업),이무철,20188,이무철,다산관-314 ,,,일반강좌,한국어전용,Y,N,,Y,이론,2,0
133,,7540029,조직행동특론,101,전공선택,2,주간,토(2 ~ 3),999,19,0,0,융합과학대학원,안전환경기술융합학과,안전환경기술융합학과,강사(전업),김원득,20897,김원득,다산관-310 ,,,일반강좌,한국어전용,Y,N,,Y,이론,2,0
134,,75450001,석사논문연구 I,101,전공필수,3,주간,토(9 ~ 11),999,1,0,0,융합과학대학원,에너지기후정책학과,에너지기후정책학과,교수,유승훈,02439,유승훈,상상관-708 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
135,,75450004,박사논문연구 II,101,전공필수,3,주간,토(6 ~ 8),999,1,0,0,융합과학대학원,에너지기후정책학과,에너지기후정책학과,교수,유승훈,02439,유승훈,상상관-708 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
136,,75450048,자원경제학,101,전공선택,3,주간,토(1 ~ 3),999,35,0,0,융합과학대학원,에너지기후정책학과,에너지기후정책학과,교수,유승훈,02439,유승훈,무궁관-303 ,,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
137,,7580005,방산기업연계프로젝트 I,101,전공필수,3,주간,화(1 ~ 3),999,9,0,0,융합과학대학원,국방인공지능응용학과,국방인공지능응용학과,초빙교수,최종근,08578,최종근,창조관-310 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
138,,7580010,차세대 인공지능,101,전공선택,3,주간,월(10 ~ 12),999,13,0,0,융합과학대학원,국방인공지능응용학과,국방인공지능응용학과,"부교수, 초빙조교수","박종열, 김혜지",02598,박종열,상상관-413 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
139,,7580024,고급로봇공학,101,전공선택,3,주간,"목(2 ~ 3), 금(3)",999,5,0,0,융합과학대학원,국방인공지능응용학과,국방인공지능응용학과,교수,김정엽,02383,김정엽,프론티어관-1003 프론티어관-1003 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
140,,7580025,고급제어공학,101,전공선택,3,주간,화(7 ~ 9),999,9,5,0,융합과학대학원,국방인공지능응용학과,국방인공지능응용학과,교수,김정수,02401,김정수,혜성관-305 ,,,일반강좌,영어전용(Y),N,N,,Y,이론,3,0
141,,7580034,국방인공지능사업관리,101,전공선택,3,주간,수(6 ~ 8),999,4,0,0,융합과학대학원,국방인공지능응용학과,국방인공지능응용학과,교수,권혁진,02629,권혁진,창조관-310 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
142,,8210005,박사논문연구Ⅰ,101,전공필수,3,주간,금(1 ~ 3),999,1,0,0,나노IT디자인융합대학원,정보통신미디어공학과,정보통신미디어공학과,교수,김성권,02400,김성권,창학관-337 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
143,,8310006,박사논문연구Ⅱ,101,전공필수,3,주간,목(2 ~ 4),999,1,0,0,나노IT디자인융합대학원,IT디자인융합학과,IT디자인융합학과,부교수,강태임,02497,강태임,창조관-524 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
144,,9111006,기업가치평가,101,전공선택,3,주간,목(7 ~ 9),999,14,10,0,일반대학원,경영학과,경영학과,강사(전업),이강영,20483,이강영,무궁관-109 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
145,,9111007,인적자원관리,101,전공선택,3,주간,토(0 ~ 2),999,19,10,0,일반대학원,경영학과,경영학과,교수,노용진,02287,노용진,무궁관-507 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
146,,9111008,마케팅관리,101,전공선택,3,주간,월(4 ~ 6),999,4,4,0,일반대학원,경영학과,경영학과,강사(전업),김경원,20485,김경원,무궁관-109 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
147,,9111013,e-biz이론과 사례,101,전공선택,3,주간,수(7 ~ 9),999,10,9,0,일반대학원,경영학과,경영학과,강사(전업),이미영,20487,이미영,무궁관-508 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
148,,9111014,경제학,101,전공선택,3,주간,토(5 ~ 7),999,8,6,0,일반대학원,경영학과,경영학과,겸임교수,이종국,21034,이종국,무궁관-109 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
149,,9111016,투자론,101,전공선택,3,주간,화(7 ~ 9),999,9,7,0,일반대학원,경영학과,경영학과,강사(비전업),김창기,20646,김창기,무궁관-701 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
150,,9111018,국제경영론,101,전공선택,3,주간,화(3 ~ 5),999,8,8,0,일반대학원,경영학과,경영학과,교수,강신애,02449,강신애,무궁관-701 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
151,,9111019,연구조사방법론(1),101,전공필수,3,주간,월(11 ~ 13),999,20,17,0,일반대학원,경영학과,경영학과,강사(비전업),손우철,20990,손우철,무궁관-508 ,코어교과목,,일반강좌,한국어전용,N,N,,Y,이론,3,0
152,,9111023,석사논문연구 1,101,전공필수,3,주간,토(8 ~ 10),999,1,1,0,일반대학원,경영학과,경영학과,교수,노용진,02287,노용진,무궁관-905 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
153,,9111023,석사논문연구 1,102,전공필수,3,주간,토(1 ~ 3),999,2,1,0,일반대학원,경영학과,경영학과,교수,박성용,02304,박성용,무궁관-906 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
154,,9111023,석사논문연구 1,103,전공필수,3,주간,토(1 ~ 3),999,5,5,0,일반대학원,경영학과,경영학과,교수,강신애,02449,강신애,무궁관-908 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
155,,9111023,석사논문연구 1,104,전공필수,3,주간,월(0 ~ 2),999,5,5,0,일반대학원,경영학과,경영학과,교수,윤성만,02468,윤성만,무궁관-910 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
156,,9111023,석사논문연구 1,105,전공필수,3,주간,월(6 ~ 8),999,1,1,0,일반대학원,경영학과,경영학과,조교수,현지원,02576,현지원,무궁관-510 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
157,,9111023,석사논문연구 1,106,전공필수,3,주간,일(1 ~ 3),999,7,6,0,일반대학원,경영학과,경영학과,조교수,정흥준,02596,정흥준,무궁관-509 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
158,,9111024,석사논문연구 2,101,전공필수,3,주간,일(1 ~ 3),999,1,1,0,일반대학원,경영학과,경영학과,교수,노용진,02287,노용진,무궁관-905 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
159,,9111025,박사논문연구 1,101,전공필수,3,주간,일(1 ~ 3),999,2,0,0,일반대학원,경영학과,경영학과,교수,김선민,02229,김선민,무궁관-609 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
160,,9111025,박사논문연구 1,102,전공필수,3,주간,목(10 ~ 12),999,1,0,0,일반대학원,경영학과,경영학과,교수,윤성만,02468,윤성만,무궁관-910 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
161,,9111026,박사논문연구 2,101,전공필수,3,주간,토(4 ~ 6),999,1,0,0,일반대학원,경영학과,경영학과,교수,김선민,02229,김선민,무궁관-609 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
162,,9111027,셰익스피어 리더십과 경영,101,전공선택,3,주간,월(11 ~ 13),999,5,0,0,일반대학원,경영학과,경영학과,명예교수(전업),이희원,01050,이희원,상상관-712 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
163,,9111035,인문학을 위한 데이터분석,101,전공선택,3,주간,화(11 ~ 13),999,10,6,0,일반대학원,경영학과,경영학과,교수,천세학,02331,천세학,무궁관-508 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
164,,9111043,인재경영을 위한 조직혁신 연구,101,전공선택,3,주간,토(5 ~ 7),999,9,7,0,일반대학원,경영학과,경영학과,교수,노용진,02287,노용진,무궁관-507 ,,,일반강좌,한국어전용,N,N,,Y,이론,3,0
165,,9120001,석사논문연구Ⅰ,101,전공필수,3,주간,금(2 ~ 4),999,1,0,0,일반대학원,기계설계로봇공학과,기계설계로봇공학과,교수,박희재,02209,박희재,프론티어관-1012 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
166,,9120001,석사논문연구Ⅰ,102,전공필수,3,주간,월(11 ~ 13),999,1,0,0,일반대학원,기계설계로봇공학과,기계설계로봇공학과,교수,김종형,02276,김종형,프론티어관-911 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
167,,9120001,석사논문연구Ⅰ,103,전공필수,3,주간,수(5 ~ 7),999,4,0,0,일반대학원,기계설계로봇공학과,기계설계로봇공학과,교수,김정엽,02383,김정엽,프론티어관-919 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
168,,9120001,석사논문연구Ⅰ,104,전공필수,3,주간,화(1 ~ 3),999,1,0,0,일반대학원,기계설계로봇공학과,기계설계로봇공학과,교수,이치범,02452,이치범,프론티어관-1016 ,논문세미나,,일반강좌,한국어전용,Y,N,,Y,이론,3,0
